Item Code,Item Group,Default Unit of Measure,Has Variants,Maintain Stock,Is Fixed Asset,Asset Category,Brand,Description,End of Life,Shelf Life In Days,Variant Of,Variant Based On,Safety Stock,Lead Time in days,HSN/SAC,Attribute (Variant Attributes),Attribute Value (Variant Attributes)
PVC REDUCER 90X50MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,90X50MM (ASTRAL)
PVC REDUCER 90X50MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,90X50MM (HIRVAD)
PVC REDUCER 90X50MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,90X50MM (RAKSHA)
PVC REDUCER 75X63MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,75X63MM (DUTRON)
PVC REDUCER 75X63MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,75X63MM (UPREME)
PVC REDUCER 75X63MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,75X63MM (ASTRAL)
PVC REDUCER 75X63MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,75X63MM (HIRVAD)
PVC REDUCER 75X63MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,75X63MM (RAKSHA)
PVC REDUCER 75X50MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,75X50MM (DUTRON)
PVC REDUCER 75X50MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,75X50MM (UPREME)
PVC REDUCER 75X50MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,75X50MM (ASTRAL)
PVC REDUCER 75X50MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,75X50MM (HIRVAD)
PVC REDUCER 75X50MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,75X50MM (RAKSHA)
PVC REDUCER 75X40MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,75X40MM (DUTRON)
PVC REDUCER 75X40MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,75X40MM (UPREME)
PVC REDUCER 75X40MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,75X40MM (ASTRAL)
PVC REDUCER 75X40MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,75X40MM (HIRVAD)
PVC REDUCER 75X40MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,75X40MM (RAKSHA)
PVC REDUCER 63X50MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,63X50MM (DUTRON)
PVC REDUCER 63X50MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,63X50MM (UPREME)
PVC REDUCER 63X50MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,63X50MM (ASTRAL)
PVC REDUCER 63X50MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,63X50MM (HIRVAD)
PVC REDUCER 63X50MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,63X50MM (RAKSHA)
PVC REDUCER 63X40MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,63X40MM (DUTRON)
PVC REDUCER 63X40MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,63X40MM (UPREME)
PVC REDUCER 63X40MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,63X40MM (ASTRAL)
PVC REDUCER 63X40MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,63X40MM (HIRVAD)
PVC REDUCER 63X40MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,63X40MM (RAKSHA)
PVC REDUCER 50X32MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,50X32MM (DUTRON)
PVC REDUCER 50X32MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,50X32MM (UPREME)
PVC REDUCER 50X32MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,50X32MM (ASTRAL)
PVC REDUCER 50X32MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,50X32MM (HIRVAD)
PVC REDUCER 50X32MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,50X32MM (RAKSHA)
PVC REDUCER 40X32MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,40X32MM (DUTRON)
PVC REDUCER 40X32MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,40X32MM (UPREME)
PVC REDUCER 40X32MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,40X32MM (ASTRAL)
PVC REDUCER 40X32MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,40X32MM (HIRVAD)
PVC REDUCER 40X32MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,40X32MM (RAKSHA)
PVC REDUCER 32X25MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,32X25MM (DUTRON)
PVC REDUCER 32X25MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,32X25MM (UPREME)
PVC REDUCER 32X25MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,32X25MM (ASTRAL)
PVC REDUCER 32X25MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,32X25MM (HIRVAD)
PVC REDUCER 32X25MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,32X25MM (RAKSHA)
PVC REDUCER 32X20MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,32X20MM (DUTRON)
PVC REDUCER 32X20MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,32X20MM (UPREME)
PVC REDUCER 32X20MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,32X20MM (ASTRAL)
PVC REDUCER 32X20MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,32X20MM (HIRVAD)
PVC REDUCER 32X20MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,32X20MM (RAKSHA)
PVC REDUCER 25X20MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,25X20MM (DUTRON)
PVC REDUCER 25X20MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,25X20MM (UPREME)
PVC REDUCER 25X20MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,25X20MM (ASTRAL)
PVC REDUCER 25X20MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,25X20MM (HIRVAD)
PVC REDUCER 25X20MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,25X20MM (RAKSHA)
PVC REDUCER BUSH 160X110MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,160X110MM (DUTRON)
PVC REDUCER BUSH 160X110MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,160X110MM (UPREME)
PVC REDUCER BUSH 160X110MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,160X110MM (ASTRAL)
PVC REDUCER BUSH 160X110MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,160X110MM (HIRVAD)
PVC REDUCER BUSH 160X110MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,160X110MM (RAKSHA)
PVC REDUCER BUSH 140X110MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,140X110MM (DUTRON)
PVC REDUCER BUSH 140X110MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,140X110MM (UPREME)
PVC REDUCER BUSH 140X110MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,140X110MM (ASTRAL)
PVC REDUCER BUSH 140X110MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,140X110MM (HIRVAD)
PVC REDUCER BUSH 140X110MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,140X110MM (RAKSHA)
PVC REDUCER BUSH 110X90MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,110X90MM (DUTRON)
PVC REDUCER BUSH 110X90MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,110X90MM (UPREME)
PVC REDUCER BUSH 110X90MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,110X90MM (ASTRAL)
PVC REDUCER BUSH 110X90MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,110X90MM (HIRVAD)
PVC REDUCER BUSH 110X90MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,110X90MM (RAKSHA)
PVC REDUCER BUSH 110X75MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,110X75MM (DUTRON)
PVC REDUCER BUSH 110X75MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,110X75MM (UPREME)
PVC REDUCER BUSH 110X75MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,110X75MM (ASTRAL)
PVC REDUCER BUSH 110X75MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,110X75MM (HIRVAD)
PVC REDUCER BUSH 110X75MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,110X75MM (RAKSHA)
PVC REDUCER BUSH 110X63MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,110X63MM (DUTRON)
PVC REDUCER BUSH 110X63MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,110X63MM (UPREME)
PVC REDUCER BUSH 110X63MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,110X63MM (ASTRAL)
PVC REDUCER BUSH 110X63MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,110X63MM (HIRVAD)
PVC REDUCER BUSH 110X63MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,110X63MM (RAKSHA)
PVC REDUCER BUSH 90X75MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,90X75MM (DUTRON)
PVC REDUCER BUSH 90X75MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,90X75MM (UPREME)
PVC REDUCER BUSH 90X75MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,90X75MM (ASTRAL)
PVC REDUCER BUSH 90X75MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,90X75MM (HIRVAD)
PVC REDUCER BUSH 90X75MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,90X75MM (RAKSHA)
PVC REDUCER BUSH 90X63MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,90X63MM (DUTRON)
PVC REDUCER BUSH 90X63MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,90X63MM (UPREME)
PVC REDUCER BUSH 90X63MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,90X63MM (ASTRAL)
PVC REDUCER BUSH 90X63MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,90X63MM (HIRVAD)
PVC REDUCER BUSH 90X63MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,90X63MM (RAKSHA)
PVC REDUCER BUSH 90X50MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,90X50MM (DUTRON)
PVC REDUCER BUSH 90X50MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,90X50MM (UPREME)
PVC REDUCER BUSH 90X50MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,90X50MM (ASTRAL)
PVC REDUCER BUSH 90X50MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,90X50MM (HIRVAD)
PVC REDUCER BUSH 90X50MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,90X50MM (RAKSHA)
PVC REDUCER BUSH 75X63MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,75X63MM (DUTRON)
PVC REDUCER BUSH 75X63MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,75X63MM (UPREME)
PVC REDUCER BUSH 75X63MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,75X63MM (ASTRAL)
PVC REDUCER BUSH 75X63MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,75X63MM (HIRVAD)
PVC REDUCER BUSH 75X63MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,75X63MM (RAKSHA)
PVC REDUCER BUSH 75X50MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,75X50MM (DUTRON)
PVC REDUCER BUSH 75X50MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,75X50MM (UPREME)
PVC REDUCER BUSH 75X50MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,75X50MM (ASTRAL)
PVC REDUCER BUSH 75X50MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,75X50MM (HIRVAD)
PVC REDUCER BUSH 75X50MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,75X50MM (RAKSHA)
PVC REDUCER BUSH 75X40MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,75X40MM (DUTRON)
PVC REDUCER BUSH 75X40MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,75X40MM (UPREME)
PVC REDUCER BUSH 75X40MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,75X40MM (ASTRAL)
PVC REDUCER BUSH 75X40MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,75X40MM (HIRVAD)
PVC REDUCER BUSH 75X40MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,75X40MM (RAKSHA)
PVC REDUCER BUSH 63X50MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,63X50MM (DUTRON)
PVC REDUCER BUSH 63X50MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,63X50MM (UPREME)
PVC REDUCER BUSH 63X50MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,63X50MM (ASTRAL)
PVC REDUCER BUSH 63X50MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,63X50MM (HIRVAD)
PVC REDUCER BUSH 63X50MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,63X50MM (RAKSHA)
PVC REDUCER BUSH 63X40MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,63X40MM (DUTRON)
PVC REDUCER BUSH 63X40MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,63X40MM (UPREME)
PVC REDUCER BUSH 63X40MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,63X40MM (ASTRAL)
PVC REDUCER BUSH 63X40MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,63X40MM (HIRVAD)
PVC REDUCER BUSH 63X40MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,63X40MM (RAKSHA)
PVC REDUCER BUSH 50X32MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,50X32MM (DUTRON)
PVC REDUCER BUSH 50X32MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,50X32MM (UPREME)
PVC REDUCER BUSH 50X32MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,50X32MM (ASTRAL)
PVC REDUCER BUSH 50X32MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,50X32MM (HIRVAD)
PVC REDUCER BUSH 50X32MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,50X32MM (RAKSHA)
PVC REDUCER BUSH 40X32MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,40X32MM (DUTRON)
PVC REDUCER BUSH 40X32MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,40X32MM (UPREME)
PVC REDUCER BUSH 40X32MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,40X32MM (ASTRAL)
PVC REDUCER BUSH 40X32MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,40X32MM (HIRVAD)
PVC REDUCER BUSH 40X32MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,40X32MM (RAKSHA)
PVC REDUCER BUSH 32X25MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,32X25MM (DUTRON)
PVC REDUCER BUSH 32X25MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,32X25MM (UPREME)
PVC REDUCER BUSH 32X25MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,32X25MM (ASTRAL)
PVC REDUCER BUSH 32X25MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,32X25MM (HIRVAD)
PVC REDUCER BUSH 32X25MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,32X25MM (RAKSHA)
PVC REDUCER BUSH 32X20MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,32X20MM (DUTRON)
PVC REDUCER BUSH 32X20MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,32X20MM (UPREME)
PVC REDUCER BUSH 32X20MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,32X20MM (ASTRAL)
PVC REDUCER BUSH 32X20MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,32X20MM (HIRVAD)
PVC REDUCER BUSH 32X20MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,32X20MM (RAKSHA)
PVC REDUCER BUSH 25X20MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,25X20MM (DUTRON)
PVC REDUCER BUSH 25X20MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,25X20MM (UPREME)
PVC REDUCER BUSH 25X20MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,25X20MM (ASTRAL)
PVC REDUCER BUSH 25X20MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,25X20MM (HIRVAD)
PVC REDUCER BUSH 25X20MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,25X20MM (RAKSHA)
