Item Code,Item Group,Default Unit of Measure,Has Variants,Maintain Stock,Is Fixed Asset,Asset Category,Brand,Description,End of Life,Shelf Life In Days,Variant Of,Variant Based On,Safety Stock,Lead Time in days,HSN/SAC,Attribute (Variant Attributes),Attribute Value (Variant Attributes)
PVC PLAIN FTA 110MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,110MM (HIRVAD)
PVC PLAIN FTA 110MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,110MM (RAKSHA)
PVC PLAIN FTA 90MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,90MM (DUTRON)
PVC PLAIN FTA 90MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,90MM (UPREME)
PVC PLAIN FTA 90MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,90MM (ASTRAL)
PVC PLAIN FTA 90MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,90MM (HIRVAD)
PVC PLAIN FTA 90MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,90MM (RAKSHA)
PVC PLAIN FTA 75MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,75MM (DUTRON)
PVC PLAIN FTA 75MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,75MM (UPREME)
PVC PLAIN FTA 75MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,75MM (ASTRAL)
PVC PLAIN FTA 75MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,75MM (HIRVAD)
PVC PLAIN FTA 75MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,75MM (RAKSHA)
PVC PLAIN FTA 63MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,63MM (DUTRON)
PVC PLAIN FTA 63MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,63MM (UPREME)
PVC PLAIN FTA 63MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,63MM (ASTRAL)
PVC PLAIN FTA 63MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,63MM (HIRVAD)
PVC PLAIN FTA 63MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,63MM (RAKSHA)
PVC PLAIN FTA 50MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,50MM (DUTRON)
PVC PLAIN FTA 50MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,50MM (UPREME)
PVC PLAIN FTA 50MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,50MM (ASTRAL)
PVC PLAIN FTA 50MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,50MM (HIRVAD)
PVC PLAIN FTA 50MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,50MM (RAKSHA)
PVC PLAIN FTA 40MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,40MM (DUTRON)
PVC PLAIN FTA 40MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,40MM (UPREME)
PVC PLAIN FTA 40MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,40MM (ASTRAL)
PVC PLAIN FTA 40MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,40MM (HIRVAD)
PVC PLAIN FTA 40MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,40MM (RAKSHA)
PVC PLAIN FTA 32MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,32MM (DUTRON)
PVC PLAIN FTA 32MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,32MM (UPREME)
PVC PLAIN FTA 32MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,32MM (ASTRAL)
PVC PLAIN FTA 32MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,32MM (HIRVAD)
PVC PLAIN FTA 32MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,32MM (RAKSHA)
PVC PLAIN FTA 25MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,25MM (DUTRON)
PVC PLAIN FTA 25MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,25MM (UPREME)
PVC PLAIN FTA 25MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,25MM (ASTRAL)
PVC PLAIN FTA 25MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,25MM (HIRVAD)
PVC PLAIN FTA 25MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,25MM (RAKSHA)
PVC PLAIN FTA 20MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,20MM (DUTRON)
PVC PLAIN FTA 20MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,20MM (UPREME)
PVC PLAIN FTA 20MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,20MM (ASTRAL)
PVC PLAIN FTA 20MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,20MM (HIRVAD)
PVC PLAIN FTA 20MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC PLAIN FTA,Item Attribute,6.0,7,90318000,Size,20MM (RAKSHA)
PVC END CAP 200MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,200MM (DUTRON)
PVC END CAP 200MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,200MM (UPREME)
PVC END CAP 200MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,200MM (ASTRAL)
PVC END CAP 200MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,200MM (HIRVAD)
PVC END CAP 200MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,200MM (RAKSHA)
PVC END CAP 160MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,160MM (DUTRON)
PVC END CAP 160MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,160MM (UPREME)
PVC END CAP 160MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,160MM (ASTRAL)
PVC END CAP 160MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,160MM (HIRVAD)
PVC END CAP 160MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,160MM (RAKSHA)
PVC END CAP 110MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,110MM (DUTRON)
PVC END CAP 110MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,110MM (UPREME)
PVC END CAP 110MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,110MM (ASTRAL)
PVC END CAP 110MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,110MM (HIRVAD)
PVC END CAP 110MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,110MM (RAKSHA)
PVC END CAP 90MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,90MM (DUTRON)
PVC END CAP 90MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,90MM (UPREME)
PVC END CAP 90MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,90MM (ASTRAL)
PVC END CAP 90MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,90MM (HIRVAD)
PVC END CAP 90MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,90MM (RAKSHA)
PVC END CAP 75MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,75MM (DUTRON)
PVC END CAP 75MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,75MM (UPREME)
PVC END CAP 75MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,75MM (ASTRAL)
PVC END CAP 75MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,75MM (HIRVAD)
PVC END CAP 75MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,75MM (RAKSHA)
PVC END CAP 63MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,63MM (DUTRON)
PVC END CAP 63MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,63MM (UPREME)
PVC END CAP 63MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,63MM (ASTRAL)
PVC END CAP 63MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,63MM (HIRVAD)
PVC END CAP 63MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,63MM (RAKSHA)
PVC END CAP 50MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,50MM (DUTRON)
PVC END CAP 50MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,50MM (UPREME)
PVC END CAP 50MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,50MM (ASTRAL)
PVC END CAP 50MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,50MM (HIRVAD)
PVC END CAP 50MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,50MM (RAKSHA)
PVC END CAP 40MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,40MM (DUTRON)
PVC END CAP 40MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,40MM (UPREME)
PVC END CAP 40MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,40MM (ASTRAL)
PVC END CAP 40MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,40MM (HIRVAD)
PVC END CAP 40MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,40MM (RAKSHA)
PVC END CAP 32MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,32MM (DUTRON)
PVC END CAP 32MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,32MM (UPREME)
PVC END CAP 32MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,32MM (ASTRAL)
PVC END CAP 32MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,32MM (HIRVAD)
PVC END CAP 32MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,32MM (RAKSHA)
PVC END CAP 25MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,25MM (DUTRON)
PVC END CAP 25MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,25MM (UPREME)
PVC END CAP 25MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,25MM (ASTRAL)
PVC END CAP 25MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,25MM (HIRVAD)
PVC END CAP 25MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,25MM (RAKSHA)
PVC END CAP 20MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,20MM (DUTRON)
PVC END CAP 20MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,20MM (UPREME)
PVC END CAP 20MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,20MM (ASTRAL)
PVC END CAP 20MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,20MM (HIRVAD)
PVC END CAP 20MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC END CAP,Item Attribute,6.0,7,90318000,Size,20MM (RAKSHA)
PVC REDUCER 200X160MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,200X160MM (DUTRON)
PVC REDUCER 200X160MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,200X160MM (UPREME)
PVC REDUCER 200X160MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,200X160MM (ASTRAL)
PVC REDUCER 200X160MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,200X160MM (HIRVAD)
PVC REDUCER 200X160MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,200X160MM (RAKSHA)
PVC REDUCER 200X140MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,200X140MM (DUTRON)
PVC REDUCER 200X140MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,200X140MM (UPREME)
PVC REDUCER 200X140MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,200X140MM (ASTRAL)
PVC REDUCER 200X140MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,200X140MM (HIRVAD)
PVC REDUCER 200X140MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,200X140MM (RAKSHA)
PVC REDUCER 200X110MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,200X110MM (DUTRON)
PVC REDUCER 200X110MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,200X110MM (UPREME)
PVC REDUCER 200X110MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,200X110MM (ASTRAL)
PVC REDUCER 200X110MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,200X110MM (HIRVAD)
PVC REDUCER 200X110MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,200X110MM (RAKSHA)
PVC REDUCER 160X140MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,160X140MM (DUTRON)
PVC REDUCER 160X140MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,160X140MM (UPREME)
PVC REDUCER 160X140MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,160X140MM (ASTRAL)
PVC REDUCER 160X140MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,160X140MM (HIRVAD)
PVC REDUCER 160X140MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,160X140MM (RAKSHA)
PVC REDUCER 160X110MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,160X110MM (DUTRON)
PVC REDUCER 160X110MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,160X110MM (UPREME)
PVC REDUCER 160X110MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,160X110MM (ASTRAL)
PVC REDUCER 160X110MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,160X110MM (HIRVAD)
PVC REDUCER 160X110MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,160X110MM (RAKSHA)
PVC REDUCER 140X110MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,140X110MM (DUTRON)
PVC REDUCER 140X110MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,140X110MM (UPREME)
PVC REDUCER 140X110MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,140X110MM (ASTRAL)
PVC REDUCER 140X110MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,140X110MM (HIRVAD)
PVC REDUCER 140X110MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,140X110MM (RAKSHA)
PVC REDUCER 110X90MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,110X90MM (DUTRON)
PVC REDUCER 110X90MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,110X90MM (UPREME)
PVC REDUCER 110X90MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,110X90MM (ASTRAL)
PVC REDUCER 110X90MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,110X90MM (HIRVAD)
PVC REDUCER 110X90MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,110X90MM (RAKSHA)
PVC REDUCER 110X75MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,110X75MM (DUTRON)
PVC REDUCER 110X75MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,110X75MM (UPREME)
PVC REDUCER 110X75MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,110X75MM (ASTRAL)
PVC REDUCER 110X75MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,110X75MM (HIRVAD)
PVC REDUCER 110X75MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,110X75MM (RAKSHA)
PVC REDUCER 110X63MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,110X63MM (DUTRON)
PVC REDUCER 110X63MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,110X63MM (UPREME)
PVC REDUCER 110X63MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,110X63MM (ASTRAL)
PVC REDUCER 110X63MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,110X63MM (HIRVAD)
PVC REDUCER 110X63MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,110X63MM (RAKSHA)
PVC REDUCER 90X75MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,90X75MM (DUTRON)
PVC REDUCER 90X75MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,90X75MM (UPREME)
PVC REDUCER 90X75MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,90X75MM (ASTRAL)
PVC REDUCER 90X75MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,90X75MM (HIRVAD)
PVC REDUCER 90X75MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,90X75MM (RAKSHA)
PVC REDUCER 90X63MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,90X63MM (DUTRON)
PVC REDUCER 90X63MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,90X63MM (UPREME)
PVC REDUCER 90X63MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,90X63MM (ASTRAL)
PVC REDUCER 90X63MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,90X63MM (HIRVAD)
PVC REDUCER 90X63MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,90X63MM (RAKSHA)
PVC REDUCER 90X50MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,90X50MM (DUTRON)
PVC REDUCER 90X50MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,PVC REDUCER,Item Attribute,6.0,7,90318000,Size,90X50MM (UPREME)
